transaction_id,loan_id,customer_id,transaction_date,transaction_amount,transaction_type,payment_method,status,remarks
326,2919,180,5/21/2020 7:25,16402,Penalty,Online Transfer,Pending,Payment missed.
327,1147,833,4/30/2023 19:25,3527,Missed EMI,UPI,Pending,Late penalty.
328,1218,793,7/13/2023 22:42,21947,Refund,Online Transfer,Successful,Payment missed.
329,2823,795,6/30/2023 19:32,1090,EMI Payment,UPI,Pending,Late penalty.
330,1248,743,5/19/2020 18:22,19265,Missed EMI,Cash,Successful,Late penalty.
331,772,811,6/18/2023 17:58,3188,Refund,UPI,Failed,On-time payment.
332,2037,184,9/19/2022 8:28,37995,Prepayment,Credit Card,Failed,Late penalty.
333,1689,26,11/17/2020 6:08,3883,Missed EMI,Credit Card,Failed,On-time payment.
334,639,901,1/29/2020 18:24,45183,Missed EMI,Online Transfer,Pending,On-time payment.
335,1142,737,8/19/2021 10:18,26547,Refund,Online Transfer,Pending,On-time payment.
336,68,969,6/26/2020 4:12,22897,Penalty,Credit Card,Successful,Payment missed.
337,989,61,10/29/2023 18:38,37307,Penalty,Credit Card,Failed,Partial payment.
338,834,680,12/1/2020 14:31,20731,Refund,Credit Card,Failed,On-time payment.
339,900,480,2/28/2020 8:30,46198,Missed EMI,UPI,Failed,Late penalty.
340,1199,622,11/30/2022 23:01,40911,Refund,Credit Card,Successful,Late penalty.
341,2424,143,1/5/2020 0:41,7376,EMI Payment,UPI,Pending,Payment missed.
342,402,207,10/15/2023 7:19,20732,Refund,Credit Card,Successful,Late penalty.
343,2584,375,9/11/2024 7:21,35079,Prepayment,Cash,Pending,Payment missed.
344,1328,224,5/6/2020 12:16,2779,Missed EMI,Online Transfer,Pending,On-time payment.
345,346,608,4/16/2023 5:36,11232,EMI Payment,Online Transfer,Failed,Late penalty.
346,957,71,11/19/2021 15:11,42447,Missed EMI,UPI,Successful,Payment missed.
347,2775,350,5/14/2023 0:09,34435,Prepayment,Credit Card,Successful,Partial payment.
348,2981,510,4/10/2020 16:01,35927,Missed EMI,UPI,Successful,On-time payment.
349,797,997,7/7/2020 19:07,37871,Refund,Online Transfer,Failed,On-time payment.
350,1526,691,4/11/2023 6:36,34406,Prepayment,Online Transfer,Failed,On-time payment.
351,2892,204,9/29/2021 9:16,10190,Missed EMI,Online Transfer,Pending,Partial payment.
352,1486,96,3/18/2022 5:17,33892,EMI Payment,UPI,Successful,Late penalty.
353,2407,549,8/10/2023 17:57,44868,Refund,Credit Card,Successful,Partial payment.
354,1981,934,2/20/2020 17:43,30918,Missed EMI,UPI,Failed,Payment missed.
355,2038,892,8/24/2023 9:35,34972,Penalty,Cash,Successful,Late penalty.
356,970,26,5/1/2021 23:00,34708,Refund,Credit Card,Successful,Late penalty.
357,1646,109,1/19/2024 10:03,39569,EMI Payment,Cash,Failed,Late penalty.
358,724,45,11/1/2024 18:07,4369,Refund,Credit Card,Successful,Payment missed.
359,1317,800,6/10/2020 17:29,18514,EMI Payment,Online Transfer,Successful,On-time payment.
360,1438,141,6/27/2022 13:54,24628,EMI Payment,UPI,Pending,Late penalty.
361,1904,968,5/5/2023 7:31,28992,Missed EMI,Cash,Failed,Late penalty.
362,2682,910,12/12/2021 6:41,24787,Missed EMI,UPI,Successful,Payment missed.
363,419,996,6/4/2020 18:28,47135,Penalty,Cash,Successful,On-time payment.
364,2135,209,3/23/2020 4:08,5577,EMI Payment,Credit Card,Pending,Partial payment.
365,1554,198,1/2/2021 22:09,1081,Refund,Online Transfer,Successful,On-time payment.
366,2002,586,10/8/2020 22:31,20870,Prepayment,UPI,Failed,On-time payment.
367,1048,562,8/17/2020 3:10,36179,EMI Payment,Credit Card,Successful,Payment missed.
368,1683,65,12/10/2020 18:26,6504,Missed EMI,Credit Card,Successful,On-time payment.
369,942,524,3/21/2022 10:00,6535,Penalty,UPI,Pending,On-time payment.
370,2619,465,6/2/2021 22:40,17562,Penalty,Online Transfer,Failed,Partial payment.
371,2527,996,10/11/2021 19:55,32678,Refund,Credit Card,Pending,On-time payment.
372,2040,863,10/10/2022 23:20,25496,Prepayment,Credit Card,Successful,Partial payment.
373,183,940,8/25/2022 5:39,37804,EMI Payment,UPI,Successful,Late penalty.
374,2408,38,6/20/2024 18:41,41516,Penalty,Online Transfer,Failed,Payment missed.
375,963,207,6/21/2020 10:23,14715,Refund,Cash,Failed,Late penalty.
376,303,645,4/22/2021 23:12,28763,Prepayment,Cash,Successful,Payment missed.
377,377,232,4/24/2022 15:25,28284,Refund,Online Transfer,Successful,Late penalty.
378,2996,141,2/15/2021 9:48,30592,EMI Payment,Cash,Failed,Late penalty.
379,1085,770,9/2/2020 17:20,21807,EMI Payment,Cash,Failed,Partial payment.
380,1629,622,8/31/2022 3:18,45234,Penalty,UPI,Successful,Payment missed.
381,1634,797,9/15/2021 20:55,12537,Missed EMI,Online Transfer,Failed,Partial payment.
382,1835,584,12/7/2020 2:27,23949,Prepayment,Cash,Pending,Late penalty.
383,307,722,12/18/2020 19:33,22116,Penalty,Credit Card,Successful,Partial payment.
384,90,606,5/4/2020 22:20,12129,Prepayment,Credit Card,Failed,On-time payment.
385,482,838,12/28/2023 12:48,31965,Refund,Credit Card,Failed,Payment missed.
386,771,722,8/22/2022 16:37,11496,Missed EMI,Online Transfer,Failed,Partial payment.
387,799,644,9/22/2022 22:21,4293,Prepayment,Credit Card,Successful,Payment missed.
388,2787,536,9/23/2022 0:59,25767,Penalty,Cash,Successful,Late penalty.
389,1356,468,6/29/2023 20:16,48536,EMI Payment,Cash,Failed,Late penalty.
390,2416,195,7/27/2022 20:59,45917,Penalty,Online Transfer,Pending,Payment missed.
391,1474,158,9/5/2020 8:12,42419,Refund,UPI,Pending,On-time payment.
392,2466,557,7/30/2021 17:35,8266,Prepayment,Credit Card,Pending,Partial payment.
393,1058,893,7/7/2023 19:38,43988,Penalty,Online Transfer,Pending,On-time payment.
394,847,146,9/2/2020 2:34,34402,Missed EMI,Cash,Failed,On-time payment.
395,1934,583,4/15/2021 5:15,27334,Penalty,UPI,Successful,Payment missed.
396,1216,255,9/3/2023 15:43,28997,Missed EMI,Online Transfer,Successful,On-time payment.
397,2964,269,5/19/2021 15:13,13482,EMI Payment,Online Transfer,Failed,Partial payment.
398,1433,659,9/9/2024 18:13,40086,Penalty,Credit Card,Failed,Partial payment.
399,1800,528,4/30/2022 0:26,45408,Missed EMI,Cash,Pending,Late penalty.
400,1861,419,8/28/2024 21:23,29225,Refund,UPI,Pending,Late penalty.
401,2695,476,5/20/2024 5:02,8905,EMI Payment,Online Transfer,Successful,Payment missed.
402,239,216,4/7/2024 20:51,27082,EMI Payment,UPI,Pending,Partial payment.
403,1829,855,2/25/2023 22:40,32412,Missed EMI,Cash,Failed,Payment missed.
404,2213,725,2/13/2023 22:21,16571,Prepayment,Online Transfer,Failed,On-time payment.
405,1824,726,7/15/2021 5:12,7085,Prepayment,Cash,Successful,Late penalty.
406,2531,60,2/14/2020 14:24,12635,EMI Payment,Credit Card,Successful,Partial payment.
407,528,394,4/11/2024 4:31,14388,Refund,UPI,Pending,Payment missed.
408,2197,448,8/17/2021 10:57,22838,Missed EMI,Credit Card,Pending,Payment missed.
409,2148,377,9/4/2021 15:36,39657,Penalty,Cash,Successful,Partial payment.
410,567,28,9/27/2022 18:01,9342,Prepayment,Cash,Successful,Late penalty.
411,86,32,8/3/2024 15:47,36737,Missed EMI,Online Transfer,Failed,On-time payment.
412,820,700,11/12/2024 3:57,12790,Refund,Online Transfer,Pending,Late penalty.
413,1825,554,1/29/2024 22:08,33412,Refund,Cash,Successful,On-time payment.
414,2320,833,3/14/2023 0:31,24584,Missed EMI,UPI,Pending,Late penalty.
415,1025,274,3/19/2022 22:17,39651,Missed EMI,Online Transfer,Failed,Late penalty.
416,1728,810,11/30/2022 12:53,1132,Penalty,Online Transfer,Successful,On-time payment.
417,248,115,6/5/2024 7:33,14232,EMI Payment,Online Transfer,Successful,Late penalty.
418,1501,504,12/23/2020 23:36,2715,Prepayment,Credit Card,Successful,Partial payment.
419,725,613,7/27/2021 23:31,45560,Refund,Credit Card,Successful,Payment missed.
420,2463,271,11/11/2021 7:50,22659,Refund,UPI,Failed,Late penalty.
421,718,446,12/17/2022 7:22,45944,Prepayment,UPI,Successful,Late penalty.
422,2641,127,8/6/2024 8:45,42899,EMI Payment,UPI,Failed,Partial payment.
423,611,874,1/15/2022 0:05,31409,EMI Payment,Online Transfer,Pending,Payment missed.
424,622,928,12/4/2021 23:16,20449,Prepayment,UPI,Successful,Late penalty.
425,2238,144,3/24/2021 19:16,27824,Refund,Cash,Pending,Payment missed.
426,2078,596,10/24/2023 5:04,19684,EMI Payment,Credit Card,Pending,Late penalty.
427,1484,828,8/28/2022 16:00,4313,Refund,Credit Card,Pending,Late penalty.
428,144,909,12/6/2022 1:16,3933,Missed EMI,Credit Card,Pending,Late penalty.
429,674,519,6/2/2020 0:07,1585,Penalty,Online Transfer,Failed,Payment missed.
430,1276,664,6/3/2024 6:54,42680,Refund,UPI,Pending,Payment missed.
431,1554,980,6/21/2024 8:45,27773,Missed EMI,Cash,Failed,Payment missed.
432,504,384,3/17/2023 5:53,35902,Prepayment,Cash,Failed,Payment missed.
433,1077,349,12/25/2022 1:27,45069,EMI Payment,Credit Card,Pending,Partial payment.
434,214,245,2/19/2020 2:21,35545,Penalty,Credit Card,Pending,Late penalty.
435,1194,28,9/20/2021 6:11,46134,EMI Payment,UPI,Failed,Partial payment.
436,2661,564,12/6/2019 1:17,16094,Prepayment,Credit Card,Successful,On-time payment.
437,2821,40,7/22/2021 18:41,21017,EMI Payment,Cash,Failed,Partial payment.
438,2151,939,9/4/2024 16:40,19181,Penalty,Credit Card,Successful,Partial payment.
439,1858,283,7/2/2021 22:34,47955,Refund,UPI,Failed,Partial payment.
440,2138,770,11/21/2021 3:08,9111,Penalty,UPI,Successful,Late penalty.
441,2090,121,4/29/2022 21:04,32656,Prepayment,Cash,Failed,Partial payment.
442,2567,567,7/3/2021 20:11,49590,Penalty,Online Transfer,Successful,Partial payment.
443,307,907,6/29/2024 22:05,23602,Missed EMI,Cash,Successful,Late penalty.
444,2836,911,2/15/2023 14:46,16683,Prepayment,Online Transfer,Failed,Late penalty.
445,1349,839,7/4/2024 0:44,34879,EMI Payment,Credit Card,Pending,Late penalty.
446,69,6,10/18/2022 9:27,37779,Refund,Cash,Failed,Late penalty.
447,2474,217,12/24/2022 2:49,36328,EMI Payment,Online Transfer,Failed,On-time payment.
448,1154,961,11/6/2023 19:37,13907,Penalty,UPI,Failed,Partial payment.
449,2893,143,12/1/2021 13:59,31960,Refund,Online Transfer,Successful,Payment missed.
450,1913,415,6/22/2020 13:27,5513,Refund,Online Transfer,Failed,Payment missed.
451,2949,190,3/10/2020 2:27,6474,EMI Payment,Online Transfer,Failed,On-time payment.
452,1732,463,1/9/2023 8:52,41087,Missed EMI,Credit Card,Successful,Late penalty.
453,2738,693,7/27/2023 12:33,44883,Penalty,UPI,Failed,Late penalty.
454,622,859,7/6/2024 3:01,23283,Refund,Cash,Successful,On-time payment.
455,1852,436,7/27/2020 1:58,46717,Prepayment,Online Transfer,Failed,Partial payment.
456,2135,340,7/21/2020 23:27,42849,Penalty,UPI,Failed,Partial payment.
457,1650,162,8/19/2021 13:32,45107,Missed EMI,Cash,Failed,Payment missed.
458,2188,520,9/10/2021 8:07,23187,Missed EMI,UPI,Failed,On-time payment.
459,479,898,2/21/2022 21:55,30146,Penalty,UPI,Failed,On-time payment.
460,269,23,2/8/2024 23:25,27424,Missed EMI,Cash,Pending,Late penalty.
461,314,862,6/27/2022 14:57,4137,Refund,Credit Card,Pending,Payment missed.
462,1355,103,10/12/2021 8:41,45813,EMI Payment,Cash,Successful,Partial payment.
463,846,712,3/14/2020 12:10,15935,Missed EMI,UPI,Pending,On-time payment.
464,2466,614,4/28/2024 19:33,36114,Missed EMI,UPI,Pending,Payment missed.
465,1811,310,11/22/2020 12:53,21213,Refund,Credit Card,Pending,Partial payment.
466,470,92,9/9/2020 14:26,16974,Refund,Credit Card,Pending,On-time payment.
467,2997,763,7/23/2021 7:26,2296,Refund,Online Transfer,Pending,Payment missed.
468,48,619,4/3/2021 0:31,19269,Missed EMI,UPI,Pending,Late penalty.
469,650,23,4/1/2024 10:13,8970,Missed EMI,Credit Card,Successful,On-time payment.
470,1695,620,9/8/2024 2:19,18506,Missed EMI,Cash,Pending,Partial payment.
471,1309,740,3/29/2020 21:35,39837,Penalty,Online Transfer,Successful,Payment missed.
472,2183,431,2/24/2022 8:14,17224,EMI Payment,Online Transfer,Failed,On-time payment.
473,2099,948,8/11/2022 20:48,47368,Missed EMI,Credit Card,Successful,Payment missed.
474,2781,736,1/3/2024 17:09,17975,Penalty,Online Transfer,Pending,On-time payment.
475,1949,285,9/27/2024 5:33,38831,Missed EMI,Credit Card,Failed,Late penalty.
476,1471,829,10/15/2024 14:03,49042,Penalty,Cash,Pending,On-time payment.
477,2554,557,11/25/2023 16:04,2239,Prepayment,Online Transfer,Pending,Payment missed.
478,1390,190,7/6/2024 10:05,16789,Prepayment,Online Transfer,Successful,Partial payment.
479,2977,414,4/16/2020 21:28,16753,Refund,Credit Card,Failed,Late penalty.
480,99,319,11/4/2024 6:24,11593,Penalty,Cash,Successful,On-time payment.
481,1751,415,10/24/2023 15:23,19427,Missed EMI,Credit Card,Successful,Partial payment.
482,2923,144,8/16/2021 3:00,37190,Prepayment,Credit Card,Successful,Payment missed.
483,590,711,9/13/2020 7:08,20300,Missed EMI,Online Transfer,Successful,On-time payment.
484,2180,303,10/24/2023 6:38,46222,EMI Payment,Cash,Successful,Late penalty.
485,2743,424,4/14/2022 12:31,47910,EMI Payment,Cash,Pending,On-time payment.
486,770,645,10/25/2020 17:04,45351,Missed EMI,Cash,Successful,On-time payment.
487,2998,247,12/17/2021 8:00,45399,Refund,Cash,Failed,On-time payment.
488,30,197,8/20/2021 3:31,17174,Missed EMI,Online Transfer,Successful,Payment missed.
489,2177,435,3/20/2022 22:25,39179,Refund,Cash,Failed,Payment missed.
490,2198,193,7/5/2020 12:03,18793,Missed EMI,Online Transfer,Successful,Payment missed.
491,914,402,10/15/2022 4:12,48433,Missed EMI,Cash,Successful,On-time payment.
492,2580,148,10/5/2020 9:57,24322,Missed EMI,Credit Card,Failed,Late penalty.
493,1105,98,5/30/2022 7:38,48160,EMI Payment,Online Transfer,Successful,Late penalty.
494,1976,329,2/8/2022 16:55,19082,Prepayment,Online Transfer,Pending,Payment missed.
495,1606,211,3/26/2023 0:28,44840,Penalty,Cash,Successful,Partial payment.
496,199,830,8/8/2020 19:11,48193,Prepayment,Online Transfer,Successful,Late penalty.
497,1374,654,9/7/2024 0:45,23156,Refund,Credit Card,Successful,On-time payment.
498,1761,210,7/29/2020 6:41,32196,Penalty,UPI,Pending,On-time payment.
499,574,226,7/23/2021 17:09,31921,EMI Payment,UPI,Successful,Late penalty.
500,376,981,9/15/2024 13:42,7635,Refund,UPI,Pending,Payment missed.
501,2886,679,2/16/2021 13:23,3585,Penalty,UPI,Failed,Late penalty.
502,306,824,6/22/2021 10:31,20467,Penalty,Credit Card,Failed,Late penalty.
503,2053,116,4/12/2021 18:50,41389,Missed EMI,Online Transfer,Pending,Payment missed.
504,2133,867,8/30/2021 16:25,23415,Refund,Online Transfer,Failed,Partial payment.
505,1040,186,10/25/2020 1:42,30764,Penalty,Cash,Pending,On-time payment.
506,197,753,5/13/2023 18:26,24512,Penalty,Credit Card,Successful,Late penalty.
507,1153,737,4/3/2021 23:35,44325,Missed EMI,Online Transfer,Failed,Late penalty.
508,2130,54,8/31/2021 5:26,35885,EMI Payment,Cash,Successful,Late penalty.
509,1902,247,5/11/2023 3:47,24785,Penalty,Online Transfer,Failed,Late penalty.
510,654,461,8/31/2024 17:45,25909,Prepayment,Online Transfer,Successful,Partial payment.
511,1263,896,5/18/2024 16:00,16925,EMI Payment,Online Transfer,Successful,On-time payment.
512,189,912,7/9/2023 10:04,24470,EMI Payment,UPI,Failed,Late penalty.
513,181,698,1/9/2023 12:09,33647,Missed EMI,Online Transfer,Pending,On-time payment.
514,2278,162,6/9/2020 11:25,3236,Refund,Credit Card,Pending,Late penalty.
515,1689,479,5/6/2021 2:28,46859,Missed EMI,Credit Card,Pending,On-time payment.
516,1372,254,10/5/2022 4:59,30797,Penalty,Cash,Successful,Partial payment.
517,647,873,5/26/2021 6:16,38866,Penalty,UPI,Pending,On-time payment.
518,1580,527,3/4/2020 9:21,48831,Penalty,Online Transfer,Pending,Partial payment.
519,2140,454,5/14/2024 20:19,5585,Missed EMI,Cash,Successful,On-time payment.
520,362,744,1/22/2020 3:35,12661,Prepayment,Online Transfer,Failed,On-time payment.
521,481,241,12/10/2022 17:58,5352,Prepayment,Cash,Pending,Payment missed.
522,1482,418,9/26/2023 19:54,14419,Missed EMI,Online Transfer,Pending,Late penalty.
523,1940,666,1/17/2023 4:32,44563,EMI Payment,Credit Card,Pending,Late penalty.
524,1907,21,6/8/2023 0:52,23925,Penalty,Credit Card,Successful,Partial payment.
525,690,422,4/5/2021 12:20,41178,EMI Payment,Cash,Failed,On-time payment.
526,589,811,7/15/2024 23:24,4308,Missed EMI,Cash,Successful,Payment missed.
527,1152,663,10/26/2022 4:54,35322,Refund,UPI,Pending,Partial payment.
528,2642,357,7/3/2020 2:39,49625,Refund,Online Transfer,Pending,Partial payment.
529,2677,932,9/7/2022 23:00,44388,Penalty,UPI,Pending,Partial payment.
530,1157,786,2/22/2023 18:36,12733,Refund,Online Transfer,Successful,Payment missed.
531,1259,837,8/17/2020 15:29,15650,Refund,Cash,Pending,Payment missed.
532,2705,729,5/28/2022 19:08,16327,Prepayment,Cash,Pending,On-time payment.
533,911,93,2/22/2022 18:51,45456,Refund,Credit Card,Successful,Payment missed.
534,1641,304,4/6/2022 5:19,24420,Penalty,Cash,Pending,Late penalty.
535,785,19,6/18/2024 1:11,34378,Penalty,Online Transfer,Failed,On-time payment.
536,2623,442,12/14/2021 1:16,38812,Refund,Online Transfer,Successful,On-time payment.
537,2125,337,12/31/2019 22:44,1469,Prepayment,Cash,Successful,On-time payment.
538,1426,178,10/26/2021 16:51,40921,Refund,UPI,Successful,Payment missed.
539,1812,700,10/18/2024 20:19,31093,EMI Payment,UPI,Successful,On-time payment.
540,1893,182,12/25/2022 4:54,42463,Prepayment,UPI,Failed,Late penalty.
541,2883,229,6/6/2020 9:57,10546,EMI Payment,Cash,Failed,Late penalty.
542,2285,580,5/4/2021 3:03,35580,Refund,Credit Card,Successful,Partial payment.
543,1916,98,11/14/2024 5:31,3847,Refund,Cash,Failed,Payment missed.
544,2662,932,2/8/2023 10:06,16678,Penalty,Credit Card,Successful,Payment missed.
545,926,840,1/31/2024 19:43,30094,EMI Payment,Credit Card,Successful,On-time payment.
546,1886,394,12/31/2022 20:45,26333,Penalty,UPI,Pending,Payment missed.
547,1524,659,4/20/2020 22:11,1116,Refund,Credit Card,Pending,On-time payment.
548,2704,584,4/1/2023 10:43,29451,EMI Payment,Credit Card,Pending,Payment missed.
549,1862,712,4/7/2023 23:29,49954,Prepayment,UPI,Pending,Late penalty.
550,2519,864,4/5/2020 11:02,30062,Prepayment,Credit Card,Successful,Late penalty.
551,1357,525,11/26/2023 23:05,20144,Penalty,Cash,Successful,On-time payment.
552,927,713,10/19/2023 16:02,16237,Refund,UPI,Pending,Partial payment.
553,1659,506,2/22/2020 7:25,47650,EMI Payment,Cash,Failed,Late penalty.
554,509,558,9/13/2021 12:22,22850,Penalty,Credit Card,Successful,Payment missed.
555,2715,173,6/11/2023 20:45,11923,Refund,Credit Card,Pending,On-time payment.
556,1321,541,6/9/2021 2:31,42739,Penalty,Credit Card,Pending,Partial payment.
557,2092,826,3/14/2022 19:41,49595,Prepayment,Credit Card,Failed,Payment missed.
558,329,591,12/20/2020 18:12,39181,Penalty,Online Transfer,Failed,On-time payment.
559,2462,396,7/12/2022 5:14,9958,Refund,UPI,Failed,Late penalty.
560,230,175,9/1/2023 12:14,16144,Refund,Online Transfer,Failed,Payment missed.
561,2907,166,9/12/2024 15:00,16129,Missed EMI,Online Transfer,Pending,On-time payment.
562,1574,345,10/7/2022 9:09,37455,EMI Payment,Online Transfer,Failed,Partial payment.
563,896,551,4/30/2022 18:43,8980,Refund,UPI,Failed,Partial payment.
564,1761,491,10/17/2022 13:40,10266,Refund,Online Transfer,Pending,Payment missed.
565,1592,264,11/14/2020 4:00,24759,EMI Payment,Credit Card,Failed,Late penalty.
566,833,547,10/19/2020 5:53,35851,Prepayment,Credit Card,Failed,Payment missed.
567,490,546,8/19/2022 21:35,42418,Prepayment,Credit Card,Pending,Late penalty.
568,1438,304,8/2/2024 15:56,28970,Penalty,Cash,Pending,Late penalty.
569,2124,970,4/9/2020 17:29,26851,Penalty,Online Transfer,Successful,Late penalty.
570,446,242,7/11/2022 21:55,33344,EMI Payment,UPI,Successful,On-time payment.
571,1525,435,8/16/2022 15:16,44003,Refund,Online Transfer,Pending,Payment missed.
572,1377,352,5/31/2023 19:54,7763,Missed EMI,Online Transfer,Failed,Payment missed.
