loan_id,customer_id,loan_amount,loan_date,loan_status,repayment_history,interest_rate,loan_purpose,collateral,default_risk
394,817,498425,9/3/2020,Rejected,1,10.09,Business Expansion,House,Low
395,658,389964,5/20/2022,Rejected,1,4.8,Medical,None,High
396,610,439994,8/8/2022,Approved,6,12.13,Business Expansion,House,Medium
397,897,493506,7/23/2020,Approved,6,7.59,Education,None,High
398,107,53429,4/21/2022,Defaulted,7,6.48,Home Renovation,House,High
399,273,226433,8/3/2020,Defaulted,4,4.04,Education,House,Medium
400,785,437281,4/14/2024,Defaulted,7,3.62,Education,None,Low
401,287,61497,10/26/2022,Defaulted,4,11.54,Home Renovation,House,Medium
402,353,302162,5/31/2021,Closed,1,4.1,Business Expansion,House,High
403,325,239461,1/27/2022,Defaulted,3,11.28,Home Renovation,House,High
404,555,324378,5/23/2023,Defaulted,9,9.62,Home Renovation,House,High
405,666,435870,5/30/2023,Approved,3,7.31,Education,House,High
406,407,52015,10/26/2022,Defaulted,9,5.39,Education,House,Low
407,908,16936,4/12/2022,Defaulted,2,4.85,Education,None,High
408,638,222564,2/14/2021,Closed,9,9.39,Business Expansion,House,Low
409,519,386598,11/19/2022,Defaulted,9,6.89,Education,House,Medium
410,540,327158,7/14/2022,Approved,7,12.4,Medical,None,Low
411,197,273766,4/25/2020,Defaulted,8,11.53,Medical,Car,Low
412,226,459571,9/18/2021,Defaulted,2,6.69,Business Expansion,None,Low
413,305,442096,7/24/2024,Defaulted,10,9.3,Business Expansion,None,Low
414,321,490798,12/20/2022,Defaulted,2,9.13,Home Renovation,None,High
415,559,443363,2/16/2024,Rejected,1,3.79,Home Renovation,Car,Low
416,637,129310,1/17/2023,Rejected,1,10.94,Business Expansion,None,Medium
417,101,367243,10/3/2021,Rejected,9,7.17,Business Expansion,House,Medium
418,532,7912,3/30/2023,Rejected,10,10.17,Home Renovation,Car,Medium
419,437,245915,10/24/2024,Closed,8,3.69,Business Expansion,Car,High
420,849,310380,2/16/2024,Rejected,6,4.42,Education,None,Low
421,113,248804,10/13/2024,Approved,2,9.83,Education,House,Medium
422,614,163040,4/22/2022,Closed,10,12.19,Home Renovation,House,Medium
423,44,94183,3/9/2023,Approved,5,3.91,Business Expansion,House,Medium
424,818,311360,11/22/2020,Approved,10,4.4,Medical,Car,Medium
425,865,427693,10/25/2021,Defaulted,5,12.22,Medical,None,Low
426,595,308121,10/7/2022,Defaulted,1,10.66,Education,House,Low
427,800,305496,3/24/2022,Defaulted,3,6.98,Education,Car,Medium
428,252,270867,6/22/2021,Closed,1,9.34,Home Renovation,House,High
429,326,404832,9/8/2022,Rejected,4,4.03,Home Renovation,None,Low
430,277,303150,11/25/2023,Defaulted,6,5.37,Home Renovation,House,High
431,42,498075,12/17/2021,Defaulted,1,9.61,Education,Car,Low
432,85,67425,3/5/2021,Rejected,3,7.82,Medical,None,High
433,916,309066,11/6/2021,Closed,3,8.96,Education,Car,High
434,475,149955,4/8/2024,Rejected,3,8.34,Medical,None,High
435,265,409408,6/19/2021,Closed,8,4.31,Business Expansion,House,Low
436,542,486833,12/25/2023,Approved,8,4.27,Medical,None,Medium
437,444,37050,8/24/2021,Approved,9,3.73,Home Renovation,Car,Medium
438,223,151711,9/7/2021,Defaulted,10,12.24,Business Expansion,House,Medium
439,287,146606,7/24/2023,Defaulted,4,3.91,Business Expansion,Car,High
440,349,442141,10/22/2022,Defaulted,4,7.33,Business Expansion,None,Medium
441,28,443402,9/9/2024,Approved,1,12.33,Education,House,High
442,511,117431,12/18/2021,Closed,9,5.89,Medical,House,Low
443,772,236181,1/1/2022,Closed,1,5.43,Education,House,Medium
444,871,158626,7/29/2023,Approved,4,7.34,Business Expansion,None,Medium
445,697,178893,8/25/2020,Rejected,1,12.02,Home Renovation,Car,High
446,118,320173,7/29/2021,Closed,4,11.16,Medical,House,High
447,759,42439,4/12/2021,Defaulted,4,8.71,Home Renovation,House,Low
448,209,438862,10/16/2023,Closed,6,5.2,Home Renovation,House,Medium
449,183,396905,6/22/2022,Approved,3,9.95,Education,House,High
450,984,207748,9/22/2022,Closed,9,9.03,Business Expansion,None,Medium
451,150,308242,7/8/2022,Defaulted,6,8.95,Home Renovation,Car,Low
452,715,265237,3/7/2024,Closed,5,8.48,Medical,Car,High
453,947,277687,2/7/2022,Closed,3,10.99,Home Renovation,House,Low
454,11,206552,4/29/2020,Approved,10,9.82,Home Renovation,House,Medium
455,71,52101,12/21/2022,Defaulted,10,7.7,Business Expansion,Car,Low
456,571,453024,12/5/2021,Closed,7,5.69,Medical,Car,Medium
457,114,281511,1/17/2020,Rejected,7,5.23,Medical,None,Low
458,69,260424,11/15/2022,Rejected,10,5.22,Education,House,Medium
459,474,53433,10/14/2022,Defaulted,9,10.48,Home Renovation,House,Low
460,27,40480,3/5/2023,Rejected,9,5.86,Education,House,Low
461,643,259048,3/3/2022,Closed,7,12.26,Business Expansion,House,Low
462,134,269207,2/25/2024,Rejected,10,9.4,Medical,House,High
463,201,232038,12/22/2022,Rejected,5,7.92,Medical,Car,Low
464,709,460254,12/11/2022,Defaulted,9,9.58,Education,House,High
465,940,424758,1/8/2022,Defaulted,1,11.07,Education,None,Low
466,477,87995,4/21/2020,Approved,5,4.12,Education,Car,High
467,647,423223,1/3/2023,Closed,8,3.91,Home Renovation,Car,Medium
468,223,77737,8/23/2023,Rejected,1,9.73,Medical,Car,Low
469,103,405751,6/17/2020,Rejected,3,4.87,Business Expansion,None,High
470,845,497800,4/20/2020,Rejected,7,7.99,Business Expansion,None,Low
471,955,39317,3/26/2022,Defaulted,2,9.38,Business Expansion,None,High
472,158,232767,2/17/2023,Defaulted,1,9.89,Home Renovation,None,High
473,724,391704,11/5/2020,Approved,10,9.59,Education,House,High
474,96,129143,2/8/2022,Approved,4,5.5,Business Expansion,Car,High
475,173,342703,5/15/2022,Defaulted,6,4.13,Home Renovation,None,High
476,378,9440,6/8/2020,Rejected,1,9.31,Education,House,Medium
477,303,134194,12/19/2021,Closed,5,6.17,Education,Car,Medium
478,787,19964,3/24/2021,Defaulted,8,5.45,Home Renovation,House,Medium
479,914,397651,3/23/2022,Approved,6,4.04,Business Expansion,House,Low
480,953,142915,5/7/2024,Rejected,5,6.14,Education,Car,Medium
481,677,118214,8/29/2023,Defaulted,8,8.9,Home Renovation,Car,Medium
482,972,237211,8/8/2023,Defaulted,7,11.09,Home Renovation,House,Low
483,743,292405,4/24/2022,Defaulted,5,4.43,Education,None,High
484,394,230378,8/2/2024,Rejected,3,9.48,Medical,House,Low
485,275,409670,12/11/2023,Rejected,2,6.36,Medical,Car,Medium
486,865,428281,5/19/2024,Defaulted,7,10.07,Education,Car,Medium
487,911,430757,2/16/2024,Defaulted,3,10.78,Business Expansion,None,Low
488,476,407917,4/2/2022,Approved,9,3.82,Home Renovation,None,Medium
489,45,367645,6/30/2021,Defaulted,7,12.48,Medical,None,Medium
490,923,264137,1/18/2022,Rejected,6,6.73,Medical,None,Medium
491,657,395363,10/17/2020,Closed,10,7.1,Home Renovation,None,Medium
492,550,117126,1/16/2020,Closed,1,5.51,Home Renovation,Car,High
493,784,258486,1/21/2023,Defaulted,10,3.66,Medical,House,Low
494,767,222840,4/11/2023,Approved,10,8.68,Medical,House,High
495,817,102471,12/25/2019,Approved,9,8.04,Medical,House,Medium
496,615,186696,5/24/2022,Defaulted,1,10.52,Medical,None,Medium
497,94,31563,12/20/2022,Closed,8,6.81,Education,None,High
498,842,99386,6/16/2022,Defaulted,3,4.34,Medical,None,Low
499,324,496434,10/22/2021,Closed,3,3.51,Medical,None,Low
500,758,496829,7/10/2023,Rejected,2,10.51,Business Expansion,House,High
501,726,373317,10/29/2021,Defaulted,6,6.54,Home Renovation,House,Medium
502,761,13149,12/28/2021,Closed,3,5.63,Home Renovation,House,High
503,271,152766,5/16/2022,Closed,9,5.3,Education,House,High
504,504,396425,5/12/2021,Approved,6,12.22,Home Renovation,None,High
505,9,53229,3/14/2020,Defaulted,5,8.58,Education,Car,High
506,555,142827,2/26/2022,Defaulted,7,6.92,Home Renovation,Car,High
507,515,216888,1/22/2024,Defaulted,4,5.41,Education,Car,High
508,62,29994,2/7/2020,Closed,8,5.34,Education,House,High
509,352,421115,2/15/2023,Approved,3,12.25,Education,Car,High
510,679,96254,5/23/2022,Closed,9,6.14,Medical,House,Medium
511,125,329628,3/3/2024,Rejected,5,5.66,Medical,None,Medium
512,36,489649,1/14/2023,Closed,5,8.28,Medical,Car,Medium
513,356,227440,12/1/2020,Defaulted,8,3.53,Home Renovation,Car,High
514,788,153865,2/11/2024,Defaulted,6,6.65,Business Expansion,Car,High
515,354,169325,10/19/2024,Closed,6,9.22,Business Expansion,None,High
516,983,402667,2/12/2021,Rejected,10,7.12,Home Renovation,None,Low
517,184,322594,2/4/2022,Approved,5,8.34,Home Renovation,Car,Medium
518,366,19092,11/1/2022,Approved,6,7.81,Business Expansion,House,Medium
519,833,373499,4/28/2023,Defaulted,2,4.51,Medical,House,Medium
520,535,347208,6/12/2024,Defaulted,9,11.42,Education,House,Low
521,181,126764,10/2/2024,Approved,9,10.04,Business Expansion,Car,Medium
522,581,300842,3/28/2023,Rejected,7,5,Home Renovation,House,Medium
523,28,461314,3/31/2022,Closed,4,10.03,Home Renovation,None,Low
524,634,285836,6/23/2022,Closed,2,8.93,Education,None,Low
525,521,47838,11/12/2023,Rejected,10,7.35,Education,House,Medium
526,483,456823,11/29/2023,Closed,6,10.91,Home Renovation,Car,Low
527,343,196039,5/14/2023,Defaulted,6,6.21,Education,Car,Low
528,144,465564,3/18/2023,Defaulted,8,9.21,Education,None,Low
529,100,339696,3/28/2024,Defaulted,9,7.17,Education,Car,Low
530,165,415656,1/19/2021,Closed,9,10.33,Medical,House,Medium
531,262,355392,3/10/2024,Defaulted,6,7.7,Education,Car,Medium
532,132,70794,10/24/2022,Closed,4,6.2,Education,House,Medium
533,266,145987,10/18/2023,Defaulted,8,7.34,Education,Car,Medium
534,567,231537,8/9/2020,Approved,10,10.25,Business Expansion,Car,Medium
535,636,9641,4/1/2021,Approved,8,5.07,Home Renovation,Car,High
536,547,479240,7/1/2020,Closed,1,8.76,Education,None,Low
537,285,400542,11/3/2022,Rejected,6,9.12,Medical,House,Low
538,398,468739,2/1/2020,Defaulted,6,11.19,Home Renovation,None,Low
539,945,148895,3/31/2023,Rejected,5,11.89,Medical,House,High
540,908,126503,12/26/2020,Closed,2,6.24,Business Expansion,Car,Medium
541,990,453585,8/5/2024,Rejected,9,9.51,Business Expansion,None,Medium
542,409,28008,11/18/2021,Approved,8,6.53,Business Expansion,None,Medium
543,71,161576,8/20/2021,Approved,3,10.63,Business Expansion,House,Medium
544,679,257487,1/16/2023,Rejected,6,7.16,Home Renovation,House,High
545,780,267353,11/27/2023,Closed,9,5.6,Medical,House,Low
546,312,99629,5/28/2023,Defaulted,9,4.64,Business Expansion,Car,Low
547,443,379852,10/19/2021,Defaulted,5,8.86,Medical,None,Medium
548,654,145138,8/13/2024,Rejected,9,12.38,Business Expansion,None,Low
549,549,283764,7/27/2024,Rejected,1,4.15,Education,House,Medium
550,46,252978,1/13/2023,Defaulted,5,8.48,Medical,Car,Low
551,744,415394,9/21/2020,Closed,5,8.58,Home Renovation,Car,Medium
552,476,243157,9/27/2022,Closed,5,9.35,Home Renovation,None,Low
553,110,196416,12/19/2020,Rejected,4,4.38,Education,House,Low
554,743,348885,9/22/2024,Closed,9,11.14,Business Expansion,None,Low
555,224,238084,12/26/2021,Approved,8,5.39,Home Renovation,House,Low
556,852,425434,5/14/2022,Defaulted,8,9.81,Business Expansion,Car,Low
557,289,361828,12/8/2020,Defaulted,6,6.95,Business Expansion,Car,Medium
558,492,98317,12/12/2020,Rejected,4,6.28,Education,House,Low
559,240,63500,1/17/2024,Approved,4,5.29,Medical,Car,Low
560,1,441994,1/2/2023,Defaulted,4,9.01,Business Expansion,House,Medium
561,209,468504,12/24/2020,Rejected,10,11.16,Medical,House,Low
562,245,415184,7/17/2020,Approved,6,11.4,Home Renovation,Car,Medium
563,392,365988,12/22/2022,Approved,10,5.89,Home Renovation,Car,Low
564,902,149135,11/19/2024,Closed,9,12.4,Home Renovation,Car,Medium
565,970,140212,9/28/2020,Closed,1,10.97,Medical,House,Low
566,722,301138,6/27/2021,Defaulted,2,7.48,Education,Car,High
567,319,328029,5/29/2022,Rejected,7,6.44,Home Renovation,Car,High
568,431,337655,3/27/2021,Approved,2,3.63,Medical,House,Low
569,912,15129,5/27/2024,Approved,7,12.34,Medical,House,Medium
570,409,418253,6/14/2020,Approved,4,3.79,Education,House,High
571,935,201557,4/15/2023,Rejected,2,4.71,Education,House,Medium
572,375,321652,1/7/2023,Closed,9,8.15,Home Renovation,None,Medium
573,128,196963,6/22/2024,Approved,8,10.1,Education,Car,Low
574,914,417407,4/2/2024,Closed,10,8.31,Home Renovation,None,Medium
575,679,8231,8/31/2023,Approved,10,9.63,Education,Car,Medium
576,25,69806,1/28/2024,Closed,8,9.7,Education,House,Low
577,988,281006,8/11/2022,Closed,6,4.02,Medical,None,High
578,620,7593,5/15/2023,Approved,6,7.32,Education,None,High
579,577,94495,8/7/2021,Defaulted,5,12.25,Business Expansion,Car,High
580,525,357924,10/9/2024,Rejected,8,3.8,Medical,House,Medium
581,701,267330,6/13/2021,Rejected,1,5.74,Home Renovation,None,Low
582,651,219321,5/23/2024,Approved,2,8.52,Business Expansion,House,High
583,560,111729,10/1/2023,Closed,5,8.03,Business Expansion,None,Medium
584,893,18466,8/5/2024,Defaulted,1,4.92,Home Renovation,House,Low
585,472,419558,9/3/2020,Defaulted,2,5.41,Education,House,Medium
586,500,458430,11/18/2024,Rejected,7,4.51,Home Renovation,None,Low
587,857,436560,6/18/2023,Closed,6,9.68,Business Expansion,House,Medium
588,672,236193,7/17/2023,Rejected,5,6.44,Home Renovation,None,Low
589,679,25189,8/28/2020,Approved,7,5.28,Home Renovation,Car,Medium
590,852,330930,11/9/2021,Approved,6,10.46,Medical,House,High
591,11,10677,5/16/2022,Approved,3,9.81,Education,House,Medium
592,377,113344,3/7/2023,Rejected,10,7.68,Business Expansion,House,Low
593,590,416395,6/12/2021,Defaulted,1,5.93,Home Renovation,None,High
594,705,467569,5/29/2024,Closed,10,5.3,Home Renovation,Car,High
595,310,498515,11/14/2023,Defaulted,5,9.45,Education,None,High
596,419,43971,11/10/2024,Rejected,8,11.53,Home Renovation,Car,High
597,203,6677,10/18/2024,Approved,1,12.45,Education,None,Medium
598,211,7332,5/23/2020,Rejected,2,5.56,Medical,Car,Low
599,314,385367,4/22/2024,Defaulted,3,12.43,Business Expansion,None,Medium
600,514,368025,7/28/2022,Defaulted,5,7.17,Home Renovation,Car,High
601,459,278860,3/17/2020,Approved,4,11.73,Business Expansion,None,Medium
602,270,298609,1/11/2021,Approved,5,6.76,Medical,House,Medium
603,200,326951,3/8/2021,Approved,3,8.12,Home Renovation,House,High
604,123,400604,11/13/2020,Closed,1,11.6,Education,House,Low
605,392,73451,5/16/2024,Rejected,5,7.79,Home Renovation,House,High
606,188,12463,6/2/2024,Approved,2,8.24,Medical,None,Low
607,644,305993,10/18/2022,Defaulted,6,4.17,Home Renovation,None,High
608,458,393403,5/2/2021,Defaulted,5,7.74,Business Expansion,House,High
609,841,491048,9/14/2024,Rejected,6,9.15,Medical,None,Medium
610,783,127261,2/5/2020,Approved,5,9.74,Business Expansion,Car,High
611,557,61566,4/3/2020,Closed,9,3.57,Medical,Car,High
612,213,455271,10/1/2022,Closed,8,8.11,Business Expansion,Car,High
613,842,59646,2/16/2020,Approved,1,12.45,Business Expansion,Car,Low
614,29,301920,8/20/2021,Defaulted,3,10.66,Medical,Car,Low
615,654,239921,11/7/2022,Rejected,8,5.32,Home Renovation,Car,Low
616,48,369317,5/2/2021,Rejected,2,5.4,Education,Car,Low
617,89,497756,10/6/2023,Approved,3,12.23,Medical,None,High
618,748,251807,7/30/2021,Closed,5,11.71,Business Expansion,None,Low
619,207,393207,10/25/2024,Closed,9,5.42,Medical,None,High
620,893,365684,5/7/2020,Rejected,10,7.44,Education,House,Low
621,378,189860,8/26/2023,Defaulted,4,7.21,Medical,Car,Low
622,671,210461,9/18/2023,Closed,10,10.31,Education,Car,High
623,900,111872,4/3/2023,Rejected,5,9.48,Education,Car,High
624,252,27794,7/22/2021,Closed,1,11.79,Business Expansion,House,High
625,378,107563,3/30/2021,Defaulted,5,10.09,Medical,None,High
626,6,34823,7/15/2021,Approved,9,7.48,Home Renovation,None,High
627,340,450353,9/7/2021,Defaulted,10,6.37,Home Renovation,House,High
628,869,64943,6/10/2022,Approved,3,9.08,Medical,House,Medium
629,579,334763,1/7/2022,Defaulted,10,4.46,Business Expansion,Car,Medium
630,78,243249,12/17/2020,Defaulted,4,4.3,Home Renovation,House,Medium
631,991,481403,2/13/2024,Defaulted,4,12.41,Medical,None,Medium
632,878,337509,4/9/2020,Defaulted,1,5.63,Medical,Car,High
633,61,248491,11/18/2022,Defaulted,9,8.7,Home Renovation,House,High
634,669,20548,4/8/2021,Closed,1,9.15,Medical,House,Medium
635,402,13118,10/15/2022,Defaulted,7,10.38,Medical,None,Medium
636,383,277402,9/3/2024,Defaulted,10,5.94,Business Expansion,None,High
637,919,61239,3/9/2020,Defaulted,10,4,Business Expansion,None,Low
638,841,346839,4/15/2024,Rejected,6,6.56,Home Renovation,House,High
639,746,64882,11/29/2022,Approved,2,4.82,Education,House,Low
640,194,309260,7/10/2023,Rejected,8,7.34,Business Expansion,Car,Medium
641,412,425111,3/23/2021,Defaulted,9,4.48,Home Renovation,House,High
642,954,84040,7/31/2020,Defaulted,7,8,Business Expansion,None,Medium
643,228,61978,2/14/2021,Rejected,10,7.86,Business Expansion,House,Medium
644,426,473330,4/7/2023,Defaulted,1,10.49,Home Renovation,Car,High
645,109,60841,3/10/2023,Rejected,3,12.34,Education,None,Low
646,917,373413,4/2/2022,Rejected,3,6.37,Medical,House,High
647,430,86298,3/10/2024,Defaulted,2,6.89,Medical,Car,High
648,807,156134,10/13/2024,Approved,8,10.39,Medical,Car,High
649,891,433068,10/5/2023,Closed,3,5.09,Home Renovation,None,Low
650,655,136139,11/13/2021,Rejected,1,11.69,Home Renovation,House,Low
651,874,17509,7/6/2020,Defaulted,9,3.96,Medical,House,Low
652,103,260404,12/30/2019,Closed,6,11,Education,Car,Low
653,231,262340,7/28/2022,Approved,4,3.62,Business Expansion,House,Low
654,743,320591,11/25/2020,Closed,2,5.69,Business Expansion,Car,Low
655,361,111678,4/13/2021,Defaulted,8,10.48,Education,Car,Low
656,400,155658,5/7/2023,Approved,9,3.85,Home Renovation,House,Medium
657,993,355065,9/27/2022,Approved,9,4.06,Business Expansion,None,High
658,248,222324,6/17/2022,Defaulted,4,3.63,Medical,House,High
659,571,74847,1/14/2021,Defaulted,3,6.4,Business Expansion,House,Low
660,630,278968,11/17/2022,Closed,8,9.98,Education,None,Low
661,243,489980,6/7/2023,Closed,5,9.73,Home Renovation,Car,Low
662,880,308475,3/27/2021,Approved,4,10.04,Medical,None,Medium
663,16,46602,7/27/2020,Approved,1,7.97,Education,None,High
664,604,152023,11/5/2020,Defaulted,6,6.32,Business Expansion,Car,Low
665,409,455396,8/23/2024,Defaulted,10,12.47,Business Expansion,Car,Low
666,522,466523,8/18/2023,Defaulted,6,7.62,Medical,None,Medium
667,834,360645,10/1/2022,Closed,1,5.67,Education,None,Low
668,640,451498,1/25/2020,Defaulted,3,6.96,Home Renovation,None,Medium
669,335,417046,8/2/2022,Defaulted,9,5.06,Business Expansion,None,Low
670,361,331430,7/23/2021,Rejected,5,10.95,Education,None,Low
671,726,90658,8/23/2021,Approved,7,9.07,Medical,None,Medium
672,173,210709,9/2/2024,Approved,3,10.8,Home Renovation,None,Low
673,957,40341,11/27/2020,Defaulted,7,5.56,Business Expansion,None,High
674,873,483424,12/20/2019,Rejected,8,9.18,Medical,Car,High
675,381,174060,8/22/2023,Rejected,6,9.8,Business Expansion,None,High
676,440,26865,3/20/2024,Closed,3,10.04,Home Renovation,Car,Low
677,952,318769,8/5/2021,Approved,5,11.61,Medical,House,High
678,716,377975,6/20/2021,Rejected,2,10.71,Medical,None,High
679,211,216591,6/17/2024,Rejected,8,11.13,Medical,Car,Medium
680,531,228184,3/6/2023,Closed,5,11.14,Home Renovation,House,High
681,822,47249,12/3/2022,Closed,10,5.57,Medical,House,Low
682,232,200228,12/26/2021,Approved,9,5.85,Education,House,Medium
683,100,245318,11/29/2022,Rejected,8,6.12,Medical,Car,Medium
684,777,374812,1/20/2023,Approved,3,8.73,Business Expansion,None,Low
685,959,49839,4/3/2023,Closed,8,7.99,Home Renovation,None,High
686,979,387892,9/10/2022,Approved,5,4.71,Business Expansion,Car,Low
687,289,254237,4/27/2024,Defaulted,4,10.44,Education,None,High
688,596,419613,7/23/2020,Rejected,6,4.02,Home Renovation,None,Medium
689,872,174845,5/15/2022,Closed,1,5.94,Education,House,Medium
690,823,427935,2/26/2023,Closed,1,7.19,Medical,Car,High
